Time	LAT	LON	Depth	Mag
2009/03/01 15:42:13.7000	-21.728	-176.598	172	5.2
2009/03/01 19:11:46.6000	-35.123	-178.207	6	5
2009/03/01 21:30:07.0000	3.881	127.352	11	4.7
2009/03/01 23:57:22.3000	12.862	-88.483	71	4.9
2009/03/02 00:39:20.3000	-4.047	-80.885	43	4.5
2009/03/02 01:16:21.0000	12.335	-87.25	105	4.7
2009/03/02 07:43:11.9000	-40.303	-71.481	180	4.8
2009/03/02 07:56:14.3000	-4.891	153.443	90	4.9
2009/03/02 12:36:41.2000	15.826	96.103	35	4.6
2009/03/02 13:24:05.6000	-23.946	179.981	513	4.8
2009/03/02 15:05:03.4000	30.588	67.638	10	4.8
2009/03/02 21:15:15.8000	6.095	126.679	35	4.8
2009/03/02 21:20:58.0000	16.398	-94.915	63	4.4
2009/03/02 21:46:05.5000	32.13	49.871	2	4.3
2009/03/03 04:52:10.3000	-3.788	151.145	61	5.2
2009/03/03 05:10:49.7000	13.087	143.84	135	5.3
2009/03/03 06:05:03.6000	-56.299	-27.046	134	5.2
2009/03/03 12:14:35.5000	26.913	142.473	39	4.9
2009/03/03 14:22:11.3000	38.102	71.51	10	5
2009/03/03 16:21:49.0000	31.846	104.83	10	5
2009/03/03 21:59:52.3000	1.717	126.592	52	5
2009/03/04 03:45:00.4000	45.587	101.285	10	4.7
2009/03/04 10:04:31.0000	35.858	140.925	35	4.8
2009/03/04 10:56:43.3000	2.78	95.412	27	5.2
2009/03/04 17:06:15.6000	-13.106	167.774	44	5.2
2009/03/04 20:45:29.5000	16.223	145.785	141	5.1
2009/03/04 21:15:18.5000	27.135	142.312	64	5
2009/03/04 22:30:27.1000	18.212	-68.566	158	4.8
2009/03/05 02:55:25.4000	16.25	-92.645	206	4.5
2009/03/05 06:04:58.4000	-23.998	-66.499	201	4.4
2009/03/05 06:23:42.0000	20.9	-105.42	16	4.2
2009/03/05 08:07:51.1000	-24.792	179.812	497	4.6
2009/03/05 08:30:31.1000	-19.232	-177.56	574	4.7
2009/03/05 10:01:27.2000	44.653	-129.578	10	4.2
2009/03/05 10:37:52.1000	44.61	151.033	97	4.6
2009/03/05 10:56:58.0000	3.826	127.221	35	4.6
2009/03/05 12:17:26.8000	80.27	-1.125	10	5.1
2009/03/05 15:49:55.4000	15.563	96.009	26	5.2
2009/03/05 18:20:35.6000	-13.269	167.675	50	5
2009/03/05 19:33:15.1000	-17.498	-179.067	536	5.4
2009/03/05 19:41:40.7000	80.251	-1.913	10	5.5
2009/03/06 01:35:57.8000	-16.172	121.232	9	5.1
2009/03/06 06:16:17.2000	3.985	127.047	35	4.5
2009/03/06 07:00:04.9000	-19.933	-177.824	560	4.6
2009/03/06 07:01:47.8000	-15.192	-173.285	3	5.5
2009/03/06 07:24:04.0000	-15.079	-173.45	10	4.8
2009/03/06 07:38:36.8000	13.016	-88.478	107	4.6
2009/03/06 08:21:26.0000	-15.188	-173.393	10	5
2009/03/06 09:55:38.2000	-38.394	145.748	10	4.7
2009/03/06 11:29:54.5000	45.703	-112.128	12	4.2
2009/03/06 19:19:32.6000	-10.752	162.389	105	5.1
2009/03/06 20:04:26.7000	-17.215	178.994	260	4.4
2009/03/06 20:19:05.4000	-15.021	-173.117	11	4.9
2009/03/07 00:36:14.2000	-9.361	124.954	35	5
2009/03/07 06:37:13.5000	4.717	96.705	35	4.9
2009/03/07 08:11:07.7000	-12.088	167.045	312	4.6
2009/03/07 10:20:05.6000	-19.422	-177.535	571	4.8
2009/03/07 11:53:35.2000	26.717	126.764	131	4.2
2009/03/07 14:33:06.2000	41.819	143.577	40	5.3
2009/03/07 16:27:20.7000	-8.356	123.579	181	5.5
2009/03/07 18:51:19.8000	41.214	19.529	20	4.1
2009/03/07 21:19:49.3000	4.015	126.998	35	4.8
2009/03/08 05:18:41.7000	-28.76	-67.129	140	4.7
2009/03/08 22:15:03.7000	14.125	-91.369	60	4.9
2009/03/09 09:47:18.9000	-16.548	-11.104	10	5.1
2009/03/09 11:06:19.9000	51.972	176.04	43	4.6
2009/03/09 13:59:13.5000	-0.551	123.216	84	4.6
2009/03/09 19:42:16.8000	-21.895	-175.177	10	5.1
2009/03/09 19:44:53.0000	20.113	-155.167	19	4
2009/03/10 00:36:47.3000	16.676	-93.111	181	5.1
2009/03/10 01:21:55.6000	-4.766	144.638	78	5.2
2009/03/10 04:40:42.3000	1.126	97.47	48	4.4
2009/03/10 07:10:12.2000	11.755	-88.336	54	5
2009/03/10 07:45:37.6000	44.708	146.299	161	4.7
2009/03/10 17:42:14.0000	-1.871	139.088	16	5.4
2009/03/10 17:52:33.5000	-1.784	139.193	15	4.9
2009/03/10 20:22:49.1000	3.784	127.019	72	4.8
2009/03/10 21:47:04.0000	3.834	-82.802	10	4.7
2009/03/10 21:58:28.0000	-0.834	-79.825	94	4.5
2009/03/11 00:31:30.6000	-11.919	166.084	56	5.2
2009/03/11 05:04:20.6000	2.533	95.898	35	4.7
2009/03/11 06:37:47.3000	3.707	126.821	35	4.7
2009/03/11 12:58:43.9000	10.724	91.776	10	4.9
2009/03/11 13:06:53.4000	-31.894	-69.161	28	5.5
2009/03/11 23:50:33.6000	15.557	-46.759	10	4.7
2009/03/12 02:05:35.1000	19.073	-66.443	20	4.9
2009/03/12 02:43:38.7000	4.643	123.467	522	4.7
2009/03/12 05:18:08.5000	-60.76	-23.87	10	5.2
2009/03/12 07:41:37.7000	-1.875	138.994	35	4.5
2009/03/12 08:25:38.1000	32.399	105.133	10	5.1
2009/03/12 08:57:13.3000	-32.696	-66.753	167	4.5
2009/03/12 09:03:09.2000	13.147	125.917	35	4.8
2009/03/12 10:05:07.7000	4.493	94.898	35	5.2
2009/03/12 10:43:46.3000	23.992	122.57	10	4.5
2009/03/12 11:25:20.0000	60.308	-153.583	191	4.4
2009/03/12 11:47:46.1000	-52.905	27.285	10	5.5
2009/03/12 15:13:23.8000	-9.806	159.85	35	5
2009/03/12 23:04:12.4000	-17.603	-174.272	109	4.6
2009/03/12 23:23:34.4000	5.636	-82.769	9	6
2009/03/13 02:03:15.3000	-7.033	129.347	143	5.4
2009/03/13 02:30:57.8000	-29.274	-177.317	60	4.9
2009/03/13 03:11:32.8000	-0.597	132.619	35	4.5
2009/03/13 03:26:44.5000	-21.194	-175.567	147	4.4
2009/03/13 03:32:33.8000	-26.848	-176.471	50	4.9
2009/03/13 07:18:13.3000	45.58	150.869	65	4.9
2009/03/13 09:07:01.7000	43.268	134.087	419	4.8
2009/03/13 12:21:53.4000	35.21	139.91	92	4.6
2009/03/13 15:40:43.1000	-0.633	132.707	56	4.6
2009/03/13 16:54:32.3000	8.692	-83.17	14	4.9
2009/03/13 17:33:14.1000	8.569	-83.198	42	5
2009/03/14 01:01:03.4000	13.784	-89.911	135	4.5
2009/03/14 03:04:12.4000	-19.994	-175.416	158	4.8
2009/03/14 05:41:02.7000	-18.04	-70.993	39	4.8
2009/03/14 06:49:30.8000	2.295	-95.331	10	4.8
2009/03/14 09:38:00.6000	44.555	-129.86	10	4.3
2009/03/14 10:50:50.1000	-49.226	164.639	26	5
2009/03/14 13:26:23.3000	30.176	68.518	39	4.9
2009/03/14 14:18:30.0000	2.6	-79.657	10	4.9
2009/03/14 14:29:14.3000	7.965	-82.749	35	4.8
2009/03/14 17:38:58.1000	-37.01	177.686	191	5
2009/03/14 22:54:16.7000	2.363	-95.397	10	4.7
2009/03/15 00:56:33.1000	-40.339	-91.565	10	5.1
2009/03/15 03:14:32.3000	2.476	-95.177	10	5.5
2009/03/15 05:02:07.3000	27.584	139.636	506	4.3
2009/03/15 07:54:20.5000	10.001	125.936	106	4.7
2009/03/15 08:19:08.1000	-14.437	-70.343	213	5.2
2009/03/15 12:51:34.8000	-6.464	147.193	88	4.5
2009/03/15 13:50:38.5000	-30.99	-65.394	179	5.1
2009/03/15 18:08:29.6000	-30.287	-177.679	39	5
2009/03/15 20:28:53.5000	-15.455	-173.212	35	5
2009/03/15 23:00:55.2000	2.395	-95.155	10	4.8
2009/03/16 01:38:01.6000	0.098	-17.449	10	4.9
2009/03/16 01:56:47.4000	-27.915	-66.564	147	4.4
2009/03/16 07:13:35.4000	-55.007	-129.639	10	5.2
2009/03/16 11:59:48.3000	24.353	-108.25	10	4.2
2009/03/16 14:15:56.3000	3.82	126.5	35	6.1
2009/03/16 14:27:39.3000	3.633	126.651	35	5
2009/03/16 15:22:40.1000	55.662	-35.005	10	4.7
2009/03/16 15:25:20.0000	-20.65	-175.77	81	5
2009/03/16 17:44:54.2000	3.744	126.755	34	5.1
2009/03/17 01:03:10.3000	9.838	91.851	38	4.8
2009/03/17 05:49:42.5000	-21.454	-177.893	368	4.7
2009/03/17 07:20:34.9000	-18.124	168.058	65	4.5
2009/03/17 07:33:03.5000	65.592	-149.907	13	4
2009/03/17 08:56:57.5000	-20.308	-178.793	619	4.7
2009/03/17 08:59:32.8000	-20.498	-178.483	599	4.6
2009/03/17 09:30:53.8000	3.864	126.914	35	4.9
2009/03/17 13:56:41.1000	44.6	-130.03	10	4.2
2009/03/17 18:08:38.8000	20.028	147.544	47	5
2009/03/17 20:33:48.0000	3.732	126.872	35	4.7
2009/03/18 00:29:34.3000	30.668	83.739	41	4.2
2009/03/18 04:28:51.7000	3.875	126.425	35	5
2009/03/18 05:28:18.1000	-38.443	145.682	10	4.6
2009/03/18 09:03:10.3000	3.637	126.69	35	5.8
2009/03/18 14:50:41.6000	52.743	-175.088	219	4.2
2009/03/18 16:23:50.5000	-33.093	179.558	250	5.2
2009/03/18 22:02:32.8000	-20.34	-68.467	108	4.9
2009/03/18 23:09:14.0000	3.707	127.002	35	5
2009/03/19 00:33:38.5000	-31.772	-71.882	28	4.9
2009/03/19 01:35:13.9000	-1.958	138.958	35	4.9
2009/03/19 02:17:29.7000	-0.695	133.142	35	5.1
2009/03/19 02:32:42.6000	1.677	96.954	35	4.5
2009/03/19 03:26:39.3000	-31.703	-69.024	108	4.6
2009/03/19 05:43:31.9000	32.185	105.159	16	4.7
2009/03/19 07:03:34.9000	-1.999	139.028	35	5.1
2009/03/19 07:50:58.6000	-1.972	138.979	35	4.8
2009/03/19 08:11:46.4000	-2.023	138.965	35	4.7
2009/03/19 14:59:12.3000	-1.921	138.997	37	4.9
2009/03/19 20:33:58.7000	-23.29	-174.623	35	5.3
2009/03/19 23:19:33.2000	18.497	121.975	112	4.6
2009/03/20 02:10:38.6000	-22.862	-174.802	35	4.9
2009/03/20 06:52:17.0000	42.668	144.366	66	5.1
2009/03/20 10:34:55.7000	46.872	152.587	58	4.6
2009/03/20 13:29:18.2000	-23.04	-175.262	52	4.8
2009/03/20 14:00:05.0000	-22.879	-175.127	33	4.8
2009/03/20 14:21:50.1000	-18.109	167.365	48	5
2009/03/20 15:54:45.7000	-23.174	-174.679	62	5
2009/03/20 19:16:59.2000	5.733	127.317	68	5
2009/03/20 19:27:36.4000	5.783	127.413	32	4.3
2009/03/21 01:27:57.4000	-23.66	-175.298	35	4.9
2009/03/21 03:40:45.2000	-0.466	132.906	35	4.5
2009/03/21 06:08:01.8000	-22.688	-176.438	123	4.6
2009/03/21 12:07:48.8000	-21.313	-178.89	574	4.5
2009/03/21 17:38:40.5000	-23.68	-175.373	35	5
2009/03/21 19:17:53.7000	62.056	-79.65	5	4.4
2009/03/21 19:58:17.2000	25.981	128.405	13	4.6
2009/03/21 20:28:15.4000	-37.969	177.046	164	4.8
2009/03/21 22:06:22.8000	55.531	-35.083	10	4.5
2009/03/21 23:22:40.0000	-14.51	66.12	10	4.9
2009/03/21 23:55:31.1000	55.867	-35.08	10	4.6
2009/03/22 00:46:07.3000	-0.472	132.858	35	4.6
2009/03/22 01:54:48.4000	-22.855	-174.801	35	4.8
2009/03/22 03:51:05.1000	-0.407	132.205	35	4.5
2009/03/22 03:55:00.2000	-0.407	132.252	35	4.6
2009/03/22 05:14:13.3000	-0.366	132.296	35	4.7
2009/03/22 05:52:28.8000	-12.841	-14.636	10	5.1
2009/03/22 06:06:36.1000	-12.846	-14.522	10	4.9
2009/03/22 08:02:26.7000	-12.779	-14.495	10	4.7
2009/03/22 11:48:29.1000	-22.8	-174.874	35	4.6
2009/03/22 12:48:53.5000	26.979	104.164	10	4.7
2009/03/22 12:54:51.3000	-12.775	-14.697	10	5
2009/03/22 14:45:46.1000	26.023	128.47	13	4.9
2009/03/22 19:23:42.5000	2.744	95.709	36	4.9
2009/03/22 19:34:18.9000	-5.39	151.881	48	5.3
2009/03/22 21:50:38.0000	15.98	119.519	44	4.5
2009/03/22 23:36:10.3000	3.878	127.283	38	4.5
2009/03/23 00:14:14.1000	-47.507	99.969	10	4.9
2009/03/23 04:28:22.1000	9.755	57.876	10	5.1
2009/03/23 04:43:34.3000	-22.808	-175.263	35	5.2
2009/03/23 06:14:14.4000	3.524	128.592	35	4.9
2009/03/23 06:32:42.9000	3.492	128.874	35	4.5
2009/03/23 11:14:14.5000	27.609	140.435	25	4.8
2009/03/23 13:44:45.8000	10.828	91.782	35	4.5
2009/03/23 14:58:13.9000	5.36	94.387	67	4.8
2009/03/23 15:08:10.5000	27.794	139.723	58	4.6
2009/03/23 15:23:37.0000	27.631	140.356	82	4.8
2009/03/24 03:39:17.1000	42.388	87.289	16	4.7
2009/03/24 04:15:01.4000	12.145	143.799	10	4.7
2009/03/24 04:35:46.5000	5.3	94.327	63	5.2
2009/03/24 06:22:48.1000	-28.343	-72.314	27	4.7
2009/03/24 10:52:30.4000	14.62	-92.779	70	4.7
2009/03/24 11:55:43.0000	33.318	-115.728	6	4.8
2009/03/24 17:28:39.6000	25.53	140.968	186	4.7
2009/03/24 18:12:50.6000	-15.164	-173.672	10	4.8
2009/03/24 23:28:27.3000	-5.146	151.854	36	5.6
2009/03/25 01:42:11.1000	11.033	-62.325	108	4.5
2009/03/25 03:13:05.4000	9.611	126.025	74	4.7
2009/03/25 12:23:23.1000	40.275	19.666	10	4.4
2009/03/25 13:13:53.0000	30.11	139.013	398	4.6
2009/03/25 21:46:02.3000	-23.612	-175.779	68	5.1
2009/03/25 22:13:03.4000	12.634	125.046	159	4.4
2009/03/26 00:01:20.4000	-23.537	-179.918	518	4.8
2009/03/26 01:41:00.3000	-23.912	-175.667	60	4.8
2009/03/26 02:09:41.5000	3.847	127.002	35	4.7
2009/03/26 03:05:04.8000	1.447	-101.17	10	4.5
2009/03/26 03:25:21.1000	33.293	-115.722	7	4
2009/03/26 06:14:22.2000	-27.482	73.305	10	5.4
2009/03/26 10:00:31.2000	-23.057	-175.161	43	5.2
2009/03/26 11:23:09.7000	-1.96	139.012	10	4.8
2009/03/26 15:50:57.3000	-3.56	100.72	41	4.4
2009/03/26 17:35:14.3000	-5.677	-81.357	8	5.5
2009/03/26 18:43:47.4000	-6.695	-12.671	10	4.9
2009/03/26 19:19:59.2000	27.403	126.742	156	5.6
2009/03/27 01:56:30.1000	-38.948	178.504	32	4.2
2009/03/27 02:58:38.9000	61.012	-138.414	1	5
2009/03/27 04:54:56.5000	53.441	-163.669	11	4.7
2009/03/27 08:48:18.2000	17.58	-100.522	49	5.3
2009/03/27 10:00:47.3000	-12.872	-14.433	10	4.8
2009/03/27 10:41:22.6000	-24.001	179.864	572	5.4
2009/03/27 17:26:43.3000	-19.006	-69.218	115	5.3
2009/03/27 17:53:02.7000	18.588	-107.436	17	4.6
2009/03/27 18:56:49.7000	-8.19	119.716	206	4.4
2009/03/27 20:20:49.0000	-0.73	133.28	69	4.7
2009/03/27 20:53:25.9000	-6.989	106.112	43	4.9
2009/03/28 07:36:55.2000	15.331	-91.891	205	4.5
2009/03/28 12:49:06.4000	7.45	-82.211	10	4.8
2009/03/28 13:10:16.9000	10.434	-62.47	27	4.7
2009/03/28 14:01:05.9000	27.742	133.666	19	5.1
2009/03/28 14:11:21.7000	61	-138.535	5	4.3
2009/03/28 15:41:17.5000	3.791	126.266	35	4.9
2009/03/28 15:58:22.3000	-21.081	-177.861	116	4.8
2009/03/28 17:59:31.9000	-2.957	139.566	96	5.8
2009/03/28 20:31:55.3000	-7.264	119.676	442	4.7
2009/03/29 00:24:01.0000	12.342	144.027	10	4.9
2009/03/29 04:50:44.7000	-3.163	129.41	55	4.8
2009/03/29 05:06:53.7000	-31.306	-68.808	109	4.4
2009/03/29 11:59:37.4000	19.806	120.646	34	4.9
2009/03/29 23:38:55.8000	-14.741	167.721	79	4.7
2009/03/30 03:42:46.0000	56.287	-152.477	20	5.2
2009/03/30 07:08:30.7000	14.338	-91.913	78	4.8
2009/03/30 17:38:13.0000	56.29	-152.671	20	5.1
2009/03/30 23:33:08.2000	13.134	-89.166	56	4.3
2009/03/31 00:50:11.0000	7.88	-74.94	18	4.6
2009/03/31 01:21:03.9000	-2.032	139.007	42	5.1
2009/03/31 01:55:30.4000	-5.756	126.756	479	4.6
2009/03/31 02:33:00.6000	-6.779	155.095	49	5
2009/03/31 07:56:17.2000	-15.683	-173.434	55	4.9
2009/03/31 10:45:59.3000	-37.753	176.422	182	4.5
2009/03/31 11:31:21.3000	3.89	126.783	35	5.3
2009/03/31 13:26:17.9000	14.521	123.657	25	4.8
2009/03/31 15:29:31.9000	18.295	145.74	189	5.4
2009/03/31 16:25:56.9000	-22.18	-114.15	10	4.8
2009/03/31 17:50:33.0000	13.54	-86.26	78	4.9
2009/03/31 22:21:53.1000	-25.516	179.524	490	4.8
2009/04/01 02:03:25.2000	10.447	-61.181	67	4.4
2009/04/01 02:34:37.0000	33.671	82.531	10	5
2009/04/01 02:41:28.0000	-16.686	-71.14	100	4.8
2009/04/01 03:54:59.0000	-3.516	144.191	10	6.5
2009/04/01 05:25:27.7000	-22.567	-65.974	241	4.7
2009/04/01 11:24:46.0000	51.666	-176.314	33	4.3
2009/04/01 14:27:47.4000	-3.546	100.592	35	5.1
2009/04/02 03:29:33.4000	-3.477	144.194	10	5.1
2009/04/02 04:20:05.6000	-27.508	-70.941	21	4.9
2009/04/02 07:00:59.2000	14.301	-91.93	62	4.5
2009/04/02 08:39:32.3000	24.796	125.731	33	4.9
2009/04/02 08:59:56.2000	5.951	126.819	79	4.8
2009/04/02 12:20:43.5000	19.57	-70.574	10	4.3
2009/04/02 20:40:15.2000	26.148	128.188	32	4.6
2009/04/03 00:06:32.9000	3.417	127.15	35	4.9
2009/04/03 00:15:04.3000	33.692	82.525	10	4.6
2009/04/03 07:30:09.8000	-22.953	-174.973	45	4.8
2009/04/03 15:47:21.4000	2.985	-78.262	187	4.6
2009/04/03 17:45:19.7000	34.669	73.122	43	4.5
2009/04/03 17:54:46.1000	-27.839	-66.457	139	5.2
2009/04/03 18:51:47.3000	-24.092	-66.782	150	4.6
2009/04/03 19:54:27.2000	-27.423	-176.305	63	4.9
2009/04/04 05:31:55.4000	5.141	127.198	48	6.1
2009/04/04 06:05:35.5000	5.087	127.205	67	4.5
2009/04/04 07:02:46.2000	71.815	-1.272	10	4.5
2009/04/04 07:19:42.4000	-62.558	155.259	10	5.7
2009/04/04 09:24:33.4000	10.216	-61.431	47	4.8
2009/04/04 09:29:47.8000	-3.068	126.733	35	4.7
2009/04/04 11:07:13.1000	-22.471	-174.687	35	5.5
2009/04/04 11:59:37.4000	-22.558	-174.712	35	5.2
2009/04/04 17:01:27.8000	-22.091	-178.758	525	4.2
2009/04/04 18:39:17.1000	-56.002	-27.735	87	5.4
2009/04/04 19:11:02.0000	9.459	122.261	35	4.5
2009/04/04 20:55:51.9000	14.127	-90.515	10	4.7
2009/04/04 21:22:05.7000	14.344	-90.49	10	4.9
2009/04/05 02:10:45.9000	14.332	-90.578	10	4.5
2009/04/05 03:22:15.6000	14.327	-90.253	10	4.7
2009/04/05 07:15:58.6000	54.954	165.727	35	4.5
2009/04/05 07:48:37.4000	-22.498	-174.718	35	4.9
2009/04/05 08:00:24.8000	42.394	142.848	50	4.7
2009/04/05 08:14:28.9000	-22.52	-174.865	35	5
2009/04/05 09:36:26.5000	31.955	131.516	26	5.9
2009/04/05 12:56:14.7000	-5.245	68.538	10	5.3
2009/04/05 13:14:50.3000	-5.367	68.706	10	4.7
2009/04/05 19:45:27.3000	-9.325	124.14	10	5.4
2009/04/05 20:20:52.2000	44.351	11.983	7	4.6
2009/04/05 20:24:16.5000	10.792	-66.629	10	4.2
2009/04/05 20:48:57.4000	42.4	13.409	10	4
2009/04/05 22:11:17.0000	-9.397	124.003	35	4.7
2009/04/06 00:26:43.1000	10.77	-69.72	2	4.5
2009/04/06 02:37:04.0000	42.366	13.34	10	4.6
2009/04/06 03:56:48.0000	42.387	13.322	10	4.4
2009/04/06 07:17:10.0000	42.355	13.367	9	4.3
2009/04/06 08:30:07.8000	-5.389	145.658	63	4.8
2009/04/06 09:47:41.4000	48.45	154.758	61	4.9
2009/04/06 23:15:37.7000	42.467	13.392	2	4.9
2009/04/07 04:23:33.2000	46.113	151.483	31	6.8
2009/04/07 05:29:46.3000	46.331	151.897	35	4.5
2009/04/07 09:15:00.8000	46.233	151.731	59	4.6
2009/04/07 09:26:30.7000	42.336	13.359	10	4.9
2009/04/07 13:29:47.6000	-6.976	129.425	70	5.1
2009/04/07 14:20:10.4000	-7.97	122.916	237	4.5
2009/04/07 14:50:02.0000	46.099	151.609	58	4.7
2009/04/07 15:13:58.6000	14.211	-90.606	10	4.4
2009/04/07 15:18:41.4000	37.62	-17.441	8	5
2009/04/07 17:32:56.7000	32.961	47.815	42	4.5
2009/04/07 17:47:37.7000	42.324	13.422	13	5.4
2009/04/07 18:38:04.3000	46.169	151.86	35	4.4
2009/04/07 19:02:01.9000	23.966	-108.97	10	4.6
2009/04/07 19:23:30.4000	-22.979	-174.761	60	4.8
2009/04/07 20:12:55.0000	61.333	-149.767	25	4.7
2009/04/07 20:46:35.5000	45.793	152.006	41	4.5
2009/04/07 20:50:15.8000	14.489	-90.224	53	4.6
2009/04/07 21:34:32.4000	42.487	13.397	5	4.6
2009/04/07 21:49:33.2000	16.45	-96.398	35	4.7
2009/04/08 00:59:14.3000	46.348	151.535	31	5.2
2009/04/08 01:20:37.5000	15.987	-93.347	131	4.6
2009/04/08 03:06:22.4000	-7.937	-74.311	151	4.6
2009/04/08 08:11:00.8000	-19.997	168.027	41	5
2009/04/08 08:22:58.9000	8.129	-37.959	10	5.2
2009/04/08 08:54:36.1000	45.903	151.553	81	4.6
2009/04/08 10:22:54.0000	-32.762	-70.195	92	4.5
2009/04/08 11:13:01.5000	-38.767	178.236	35	5.2
2009/04/08 13:55:09.4000	51.888	-174.041	51	4.5
2009/04/08 15:40:59.5000	20.282	146.66	10	4.7
2009/04/08 19:48:12.0000	-23.694	179.815	525	4.7
2009/04/08 20:50:40.0000	46.281	151.848	68	4.5
2009/04/09 01:46:58.1000	27.13	70.769	43	5.1
2009/04/09 03:14:52.4000	42.407	13.442	5	4.3
2009/04/09 03:31:28.6000	-60.513	-49.864	10	5.2
2009/04/09 04:13:14.9000	-22.231	170.558	87	5.3
2009/04/09 04:32:46.4000	42.51	13.313	5	4.2
2009/04/09 06:14:29.7000	3.563	126.635	35	5
2009/04/09 08:10:48.4000	6.147	94.278	35	5.4
2009/04/09 08:18:37.1000	-9.968	120.567	35	4.8
2009/04/09 08:44:23.9000	44.29	-129.354	10	4.2
2009/04/09 16:34:28.9000	36.534	70.96	181	4.8
2009/04/09 18:49:08.9000	-15.765	-172.772	35	4.6
2009/04/09 19:38:18.5000	42.542	13.303	10	5
2009/04/09 22:10:29.1000	3.727	126.715	35	5
2009/04/09 23:39:56.8000	12.43	122.64	35	4.4
2009/04/10 00:42:06.7000	44.39	-129.3	10	4
2009/04/10 03:10:23.3000	46.189	151.709	75	4.9
2009/04/10 03:22:22.0000	42.47	13.417	9	4
2009/04/10 03:40:00.4000	-17.75	-179.05	559	4.6
2009/04/10 05:40:32.7000	-3.113	127.495	68	5
2009/04/10 05:50:10.8000	63.59	-151.738	15	4.8
2009/04/10 06:51:47.4000	-18.471	65.935	10	5
2009/04/10 13:21:52.4000	-8.876	159.609	126	4.9
2009/04/10 14:58:33.0000	-21.306	-178.797	561	4.6
2009/04/10 20:00:21.8000	-5.763	145.655	123	4.3
2009/04/11 01:04:26.3000	44.449	-129.465	10	4.1
2009/04/11 01:59:47.7000	1.144	97.221	38	4.9
2009/04/11 03:48:12.6000	-16.36	-173.922	101	4.4
2009/04/11 07:18:40.8000	44.364	-129.222	10	4.2
2009/04/11 09:22:11.6000	18.192	-102.043	30	4.9
2009/04/11 09:50:23.5000	13.462	125.638	10	4.6
2009/04/11 17:14:36.4000	-59.621	-26.269	65	5.1
2009/04/11 21:57:59.9000	52.164	175.534	59	4.6
2009/04/12 01:54:32.0000	46.21	151.752	35	4.6
2009/04/12 03:19:24.4000	32.352	-115.233	0	4.4
2009/04/12 04:46:29.7000	5.037	127.27	76	4.7
2009/04/12 04:50:31.6000	-17.836	-178.462	587	4.5
2009/04/12 05:19:56.5000	1.982	122.173	31	5.3
2009/04/12 06:33:39.5000	51.677	179.083	87	4.6
2009/04/12 09:41:29.1000	32.133	-115.702	5	4.4
2009/04/12 11:23:32.7000	-18.179	-178.425	602	4.4
2009/04/12 12:37:14.4000	-56.187	-27.15	120	4.9
2009/04/12 16:24:34.1000	-14.69	-75.343	40	4.9
2009/04/13 00:33:20.5000	13.548	-88.511	188	4.6
2009/04/13 05:30:41.5000	-17.8	-178.675	548	4.9
2009/04/13 06:46:03.0000	-3.143	139.596	75	4.7
2009/04/13 13:36:45.9000	-6.818	125.109	549	5.2
2009/04/14 01:48:35.0000	-0.437	-19.763	10	4.6
2009/04/14 03:04:26.2000	48.877	154.844	35	5.2
2009/04/14 06:14:19.7000	34.36	23.73	54	4.3
2009/04/14 07:02:20.6000	6.485	124.15	54	4.8
2009/04/14 10:17:46.5000	18.485	145.564	193	4.4
2009/04/14 13:05:06.9000	46.189	151.831	62	4.6
2009/04/14 17:14:25.7000	60.167	-152.981	121	4.5
2009/04/14 17:45:39.8000	-15.542	-74.639	36	4.8
2009/04/14 18:02:48.6000	6.063	125.604	80	4.4
2009/04/14 20:11:23.3000	-6.35	128.163	326	4.5
2009/04/14 22:44:45.0000	19.328	-155.21	10	5
2009/04/14 23:54:46.5000	27.098	129.86	10	5
2009/04/15 03:11:22.5000	-14.933	167.286	176	4.8
2009/04/15 07:23:33.4000	26.961	129.754	10	5.1
2009/04/15 10:20:04.8000	12.328	58.095	10	5.5
2009/04/15 14:07:10.0000	-18.489	65.971	10	5.1
2009/04/15 15:51:32.6000	-2.015	133.597	21	4.7
2009/04/15 18:26:34.0000	-5.839	154.016	35	5.2
2009/04/15 23:26:32.3000	-10.334	-75.517	23	4.8
2009/04/16 04:18:33.3000	44.222	-129.2	10	4.7
2009/04/16 05:06:00.8000	58.725	-137.635	10	4.6
2009/04/16 05:17:19.4000	-12.485	65.229	10	5.1
2009/04/16 17:43:31.6000	-19.279	-69.626	67	4.9
2009/04/16 19:15:38.2000	55.064	165.717	20	5.1
2009/04/16 19:55:28.9000	-3.322	100.308	35	5
2009/04/16 20:42:31.7000	-3.339	100.357	35	4.9
2009/04/16 20:51:46.3000	-3.094	100.653	35	5
2009/04/16 21:27:51.2000	34.197	70.065	5	5.5
2009/04/16 23:42:51.8000	34.126	70.037	2	5
2009/04/17 02:08:08.6000	-19.552	-70.398	25	6
2009/04/17 04:09:59.2000	-7.402	128.263	137	5.6
2009/04/17 07:04:17.3000	14.814	144.582	10	4.7
2009/04/17 07:31:06.9000	35.617	69.784	93	4.5
2009/04/17 11:19:26.8000	14.797	144.501	10	4.9
2009/04/17 11:50:35.2000	14.784	144.472	10	5
2009/04/17 12:37:49.0000	23.917	121.688	38	4.9
2009/04/17 15:35:56.7000	-49.6	125.907	10	5.1
2009/04/17 15:44:42.2000	44.328	-129.175	10	4.4
2009/04/17 15:59:56.4000	4.653	125.41	223	4.8
